group	variable	value
10/29/17	NZ	0.24
10/29/17	PA	0.12
10/29/17	PE	0.26
10/29/17	PH	0.34
10/29/17	PL	0.2
10/29/17	PT	0.11
10/29/17	PY	0.12
10/29/17	SE	0.18
10/29/17	SG	0.24
10/29/17	SV	0.1
10/29/17	TR	0.21
10/29/17	TW	0.17
10/29/17	US	0.16
10/29/17	UY	0.15
11/5/17	AR	0.21
11/5/17	AT	0.09
11/5/17	AU	0.19
11/5/17	BE	0.12
11/5/17	BO	0.1
11/5/17	BR	0.14
11/5/17	CA	0.1
11/5/17	CH	0.09
11/5/17	CL	0.2
11/5/17	CO	0.26
11/5/17	CR	0.26
11/5/17	CZ	0.14
11/5/17	DE	0.07
11/5/17	DK	0.12
11/5/17	DO	0.17
11/5/17	EC	0.23
11/5/17	ES	0.1
11/5/17	FI	0.03
11/5/17	FR	0.07
11/5/17	GB	0.17
11/5/17	GLOBAL	0.1
11/5/17	GR	0
11/5/17	GT	0.19
11/5/17	HK	0.28
11/5/17	HN	0.09
11/5/17	HU	0.07
11/5/17	ID	0.2
11/5/17	IE	0.15
11/5/17	IS	0.01
11/5/17	IT	0.1
11/5/17	JP	0.12
11/5/17	MX	0.25
11/5/17	MY	0.17
11/5/17	NL	0.08
11/5/17	NO	0.13
11/5/17	NZ	0.16
11/5/17	PA	0.14
11/5/17	PE	0.23
11/5/17	PH	0.28
11/5/17	PL	0.17
11/5/17	PT	0.11
11/5/17	PY	0.11
11/5/17	SE	0.14
11/5/17	SG	0.2
11/5/17	SV	0.1
11/5/17	TR	0.19
11/5/17	TW	0.15
11/5/17	US	0.13
11/5/17	UY	0.16
11/12/17	AR	0.2
11/12/17	AT	0.09
11/12/17	AU	0.22
11/12/17	BE	0.14
11/12/17	BO	0.11
11/12/17	BR	0.14
11/12/17	CA	0.11
11/12/17	CH	0.11
11/12/17	CL	0.19
11/12/17	CO	0.26
11/12/17	CR	0.26
11/12/17	CZ	0.14
11/12/17	DE	0.07
11/12/17	DK	0.11
11/12/17	DO	0.15
11/12/17	EC	0.22
11/12/17	ES	0.08
11/12/17	FI	0.04
11/12/17	FR	0.05
11/12/17	GB	0.16
11/12/17	GLOBAL	0.11
11/12/17	GR	0.01
11/12/17	GT	0.2
11/12/17	HK	0.29
11/12/17	HN	0.08
11/12/17	HU	0.06
11/12/17	ID	0.2
11/12/17	IE	0.16
11/12/17	IS	0.02
11/12/17	IT	0.1
11/12/17	JP	0.12
11/12/17	MX	0.25
11/12/17	MY	0.18
11/12/17	NL	0.1
11/12/17	NO	0.14
11/12/17	NZ	0.18
11/12/17	PA	0.12
11/12/17	PE	0.23
11/12/17	PH	0.31
11/12/17	PL	0.19
11/12/17	PT	0.13
11/12/17	PY	0.12
11/12/17	SE	0.14
11/12/17	SG	0.19
11/12/17	SV	0.08
11/12/17	TR	0.2
11/12/17	TW	0.13
11/12/17	US	0.15
11/12/17	UY	0.16
11/19/17	AR	0.19
11/19/17	AT	0.08
11/19/17	AU	0.21
11/19/17	BE	0.11
11/19/17	BO	0.08
11/19/17	BR	0.12
11/19/17	CA	0.1
11/19/17	CH	0.08
11/19/17	CL	0.18
11/19/17	CO	0.24
11/19/17	CR	0.27
11/19/17	CZ	0.11
11/19/17	DE	0.06
11/19/17	DK	0.09
11/19/17	DO	0.14
11/19/17	EC	0.2
11/19/17	ES	0.08
11/19/17	FI	0.04
11/19/17	FR	0.05
11/19/17	GB	0.15
11/19/17	GLOBAL	0.12
11/19/17	GR	0.01
11/19/17	GT	0.2
11/19/17	HK	0.3
11/19/17	HN	0.07
11/19/17	HU	0.07
11/19/17	ID	0.19
11/19/17	IE	0.16
11/19/17	IS	0.01
11/19/17	IT	0.07
11/19/17	JP	0.12
11/19/17	MX	0.25
11/19/17	MY	0.19
11/19/17	NL	0.07
11/19/17	NO	0.15
11/19/17	NZ	0.19
11/19/17	PA	0.11
11/19/17	PE	0.23
11/19/17	PH	0.3
11/19/17	PL	0.17
11/19/17	PT	0.13
11/19/17	PY	0.11
11/19/17	SE	0.09
11/19/17	SG	0.21
11/19/17	SV	0.09
11/19/17	TR	0.2
11/19/17	TW	0.15
11/19/17	US	0.15
11/19/17	UY	0.17
11/26/17	AR	0.18
11/26/17	AT	0.07
11/26/17	AU	0.22
11/26/17	BE	0.1
11/26/17	BO	0.08
11/26/17	BR	0.11
11/26/17	CA	0.1
11/26/17	CH	0.07
11/26/17	CL	0.17
11/26/17	CO	0.24
11/26/17	CR	0.26
11/26/17	CZ	0.09
11/26/17	DE	0.06
11/26/17	DK	0.04
11/26/17	DO	0.14
11/26/17	EC	0.21
11/26/17	ES	0.09
11/26/17	FI	0.06
11/26/17	FR	0.05
11/26/17	GB	0.12
11/26/17	GLOBAL	0.1
11/26/17	GR	0.01
11/26/17	GT	0.19
11/26/17	HK	0.29
11/26/17	HN	0.06
11/26/17	HU	0.06
11/26/17	ID	0.18
11/26/17	IE	0.15
11/26/17	IS	0.01
11/26/17	IT	0.07
11/26/17	JP	0.13
11/26/17	MX	0.24
11/26/17	MY	0.19
11/26/17	NL	0.08
11/26/17	NO	0.13
11/26/17	NZ	0.2
11/26/17	PA	0.13
11/26/17	PE	0.23
11/26/17	PH	0.31
11/26/17	PL	0.14
11/26/17	PT	0.13
11/26/17	PY	0.1
11/26/17	SE	0.09
11/26/17	SG	0.21
11/26/17	SV	0.08
11/26/17	TR	0.19
11/26/17	TW	0.15
11/26/17	US	0.14
11/26/17	UY	0.17
12/3/17	AR	0.15
12/3/17	AT	0.02
12/3/17	AU	0.16
12/3/17	BE	0.06
12/3/17	BO	0.07
12/3/17	BR	0.1
12/3/17	CA	0.09
12/3/17	CH	0.05
12/3/17	CL	0.17
12/3/17	CO	0.23
12/3/17	CR	0.26
12/3/17	CZ	0.05
12/3/17	DE	0.01
12/3/17	DK	0.01
12/3/17	DO	0.12
12/3/17	EC	0.21
12/3/17	ES	0.08
12/3/17	FI	0.02
12/3/17	FR	0.03
12/3/17	GB	0.05
12/3/17	GLOBAL	0.06
12/3/17	GR	0.01
12/3/17	GT	0.18
12/3/17	HK	0.28
12/3/17	HN	0.05
12/3/17	HU	0.02
12/3/17	ID	0.2
12/3/17	IE	0.09
12/3/17	IS	0.01
12/3/17	IT	0.07
12/3/17	JP	0.12
12/3/17	MX	0.25
12/3/17	MY	0.17
12/3/17	NL	0.06
12/3/17	NO	0.06
12/3/17	NZ	0.13
12/3/17	PA	0.11
12/3/17	PE	0.2
12/3/17	PH	0.29
12/3/17	PL	0.12
12/3/17	PT	0.08
12/3/17	PY	0.1
12/3/17	SE	0.02
12/3/17	SG	0.2
12/3/17	SV	0.07
12/3/17	TR	0.17
12/3/17	TW	0.16
12/3/17	US	0.1
12/3/17	UY	0.15
12/10/17	AR	0.17
12/10/17	AT	0.03
12/10/17	AU	0.17
12/10/17	BE	0.05
12/10/17	BO	0.07
12/10/17	BR	0.12
12/10/17	CA	0.08
12/10/17	CH	0.05
12/10/17	CL	0.18
12/10/17	CO	0.24
12/10/17	CR	0.26
12/10/17	CZ	0.05
12/10/17	DE	0.02
12/10/17	DK	0.02
12/10/17	DO	0.14
12/10/17	EC	0.21
12/10/17	ES	0.09
12/10/17	FI	0.05
12/10/17	FR	0.03
12/10/17	GB	0.05
12/10/17	GLOBAL	0.07
12/10/17	GR	0
12/10/17	GT	0.19
12/10/17	HK	0.29
12/10/17	HN	0.07
12/10/17	HU	0.03
12/10/17	ID	0.2
12/10/17	IE	0.09
12/10/17	IS	0.01
12/10/17	IT	0.06
12/10/17	JP	0.12
12/10/17	MX	0.27
12/10/17	MY	0.2
12/10/17	NL	0.05
12/10/17	NO	0.09
12/10/17	NZ	0.13
12/10/17	PA	0.11
12/10/17	PE	0.2
12/10/17	PH	0.31
12/10/17	PL	0.11
12/10/17	PT	0.12
12/10/17	PY	0.11
12/10/17	SE	0.02
12/10/17	SG	0.21
12/10/17	SV	0.09
12/10/17	TR	0.17
12/10/17	TW	0.16
12/10/17	US	0.1
12/10/17	UY	0.18
12/17/17	AR	0.15
12/17/17	AT	0.02
12/17/17	AU	0.1
12/17/17	BE	0.05
12/17/17	BO	0.07
12/17/17	BR	0.11
12/17/17	CA	0.07
12/17/17	CH	0.04
12/17/17	CL	0.18
12/17/17	CO	0.28
12/17/17	CR	0.28
12/17/17	CZ	0.03
12/17/17	DE	0.01
12/17/17	DK	0.02
12/17/17	DO	0.12
12/17/17	EC	0.21
12/17/17	ES	0.09
12/17/17	FI	0.02
12/17/17	FR	0.03
12/17/17	GB	0.04
12/17/17	GLOBAL	0.06
12/17/17	GR	0
12/17/17	GT	0.18
12/17/17	HK	0.27
12/17/17	HN	0.08
12/17/17	HU	0.02
12/17/17	ID	0.2
12/17/17	IE	0.08
12/17/17	IS	0.01
12/17/17	IT	0.07
12/17/17	JP	0.12
12/17/17	MX	0.26
12/17/17	MY	0.18
12/17/17	NL	0.04
12/17/17	NO	0.06
12/17/17	NZ	0.08
12/17/17	PA	0.12
12/17/17	PE	0.23
12/17/17	PH	0.28
12/17/17	PL	0.07
12/17/17	PT	0.09
12/17/17	PY	0.11
12/17/17	SE	0.02
12/17/17	SG	0.2
12/17/17	SV	0.08
12/17/17	TR	0.17
12/17/17	TW	0.14
12/17/17	US	0.09
12/17/17	UY	0.14
12/24/17	AR	0.18
12/24/17	AT	0.01
12/24/17	AU	0.02
12/24/17	BE	0.01
12/24/17	BO	0.07
12/24/17	BR	0.12
12/24/17	CA	0.01
12/24/17	CH	0
12/24/17	CL	0.18
12/24/17	CO	0.36
12/24/17	CR	0.26
12/24/17	CZ	0
12/24/17	DE	0.01
12/24/17	DK	0.01
12/24/17	DO	0.13
12/24/17	EC	0.2
12/24/17	ES	0.04
12/24/17	FI	0
12/24/17	FR	0.01
12/24/17	GB	0.02
12/24/17	GLOBAL	0.02
12/24/17	GR	0
12/24/17	GT	0.17
12/24/17	HK	0.22
12/24/17	HN	0.11
12/24/17	HU	0
12/24/17	ID	0.2
12/24/17	IE	0.04
12/24/17	IS	0
12/24/17	IT	0.04
12/24/17	JP	0.06
12/24/17	MX	0.24
12/24/17	MY	0.1
12/24/17	NL	0.01
12/24/17	NO	0.04
12/24/17	NZ	0.04
12/24/17	PA	0.11
12/24/17	PE	0.2
12/24/17	PH	0.18
12/24/17	PL	0
12/24/17	PT	0.03
12/24/17	PY	0.1
12/24/17	SE	0.01
12/24/17	SG	0.12
12/24/17	SV	0.11
12/24/17	TR	0.17
12/24/17	TW	0.14
12/24/17	US	0.05
12/24/17	UY	0.18
12/31/17	AR	0.2
12/31/17	AT	0.14
12/31/17	AU	0.13
12/31/17	BE	0.2
12/31/17	BO	0.14
12/31/17	BR	0.12
12/31/17	CA	0.14
12/31/17	CH	0.2
12/31/17	CL	0.24
12/31/17	CO	0.38
12/31/17	CR	0.26
12/31/17	CZ	0.12
12/31/17	DE	0.14
12/31/17	DK	0.24
12/31/17	DO	0.14
12/31/17	EC	0.24
12/31/17	ES	0.16
12/31/17	FI	0.17
12/31/17	FR	0.16
12/31/17	GB	0.2
12/31/17	GLOBAL	0.17
12/31/17	GR	0.03
12/31/17	GT	0.19
12/31/17	HK	0.31
12/31/17	HN	0.11
12/31/17	HU	0.09
12/31/17	ID	0.22
12/31/17	IE	0.17
12/31/17	IS	0.09
12/31/17	IT	0.17
12/31/17	JP	0.14
12/31/17	MX	0.26
12/31/17	MY	0.2
12/31/17	NL	0.12
12/31/17	NO	0.21
12/31/17	NZ	0.19
12/31/17	PA	0.15
12/31/17	PE	0.24
12/31/17	PH	0.23
12/31/17	PL	0.2
12/31/17	PT	0.13
12/31/17	PY	0.13
12/31/17	SE	0.19
12/31/17	SG	0.23
12/31/17	SV	0.12
12/31/17	TR	0.2
12/31/17	TW	0.14
12/31/17	US	0.16
12/31/17	UY	0.19
1/7/18	AR	0.17
1/7/18	AT	0.07
1/7/18	AU	0.17
1/7/18	BE	0.14
1/7/18	BO	0.07
1/7/18	BR	0.1
1/7/18	CA	0.1
1/7/18	CH	0.1
1/7/18	CL	0.2
1/7/18	CO	0.28
1/7/18	CR	0.24
1/7/18	CZ	0.11
1/7/18	DE	0.07
1/7/18	DK	0.15
1/7/18	DO	0.1
1/7/18	EC	0.21
1/7/18	ES	0.09
1/7/18	FI	0.07
1/7/18	FR	0.04
1/7/18	GB	0.14
1/7/18	GLOBAL	0.09
1/7/18	GR	0
1/7/18	GT	0.17
1/7/18	HK	0.27
1/7/18	HN	0.05
1/7/18	HU	0.06
1/7/18	ID	0.19
1/7/18	IE	0.15
1/7/18	IS	0.03
1/7/18	IT	0.1
1/7/18	JP	0.12
1/7/18	MX	0.23
1/7/18	MY	0.17
1/7/18	NL	0.09
1/7/18	NO	0.15
1/7/18	NZ	0.17
1/7/18	PA	0.1
1/7/18	PE	0.23
1/7/18	PH	0.28
1/7/18	PL	0.18
1/7/18	PT	0.07
1/7/18	PY	0.13
1/7/18	SE	0.17
1/7/18	SG	0.19
1/7/18	SV	0.07
1/7/18	TR	0.16
1/7/18	TW	0.14
1/7/18	US	0.15
1/7/18	UY	0.17
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
